GeneratedScore,StatusExistingAcc,DurationMonth,CreditHistory,Purpose,CreditAmount,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary
9.054259801375132,-0.4590262395210155,3.243814997473682,-1.42714897504612,9.054259801375132,4.0799062035174645,-0.0664879972295691,1.3380784886691008,0.024146916773074,-0.963649861676971,-0.3036857334050418,1.0469866784197936,1.5642806525131776,2.150789307539927,-2.3750504286917478,2.016956305871672,1.027078911657809,1.6776698100646354,-0.4282895663715402,1.2145976802021623,-0.1960142830746339,1.5275252316519468,other
9.054259801375132,1.1320525803091943,0.2569530922366421,1.3440140832958607,9.054259801375132,1.0784797332355407,-0.699707018463561,-1.973996978333624,0.9184771676276684,0.4493264750927811,1.7906986349055911,-0.7659772668958664,1.5642806525131776,-0.7516416709837337,-2.3750504286917478,0.1337104553845832,1.027078911657809,1.6776698100646354,-0.4282895663715402,1.2145976802021623,-0.1960142830746339,-0.6546536707079772,other
9.054259801375132,-1.2545656494361206,0.2569530922366421,-0.5034279555987932,9.054259801375132,-0.5374275976590374,-0.699707018463561,1.3380784886691008,0.9184771676276684,-0.963649861676971,3.885083003216225,1.0469866784197936,-1.2937229757082185,1.9748843997506145,0.4608306801939211,0.1337104553845832,-0.7049259983890863,-1.3837714491773996,-0.4282895663715402,1.2145976802021623,-0.1960142830746339,-0.6546536707079772,other
9.054259801375132,-0.4590262395210155,0.2569530922366421,1.3440140832958607,9.054259801375132,3.071869254830432,-0.699707018463561,-0.3179592448322615,-0.8701833340815202,0.4493264750927811,1.7906986349055911,0.1405047057619635,0.6116127764393787,0.3037877757521431,0.4608306801939211,0.1337104553845832,1.027078911657809,1.6776698100646354,2.3348689263480744,1.2145976802021623,-0.1960142830746339,1.5275252316519468,other
9.054259801375132,-1.2545656494361206,1.2525737273156554,-0.5034279555987932,9.054259801375132,4.460932827933273,-0.699707018463561,-1.973996978333624,-0.8701833340815202,-2.376626198446723,1.7906986349055911,0.1405047057619635,0.6116127764393787,0.6555975913307684,0.4608306801939211,0.1337104553845832,-0.7049259983890863,1.6776698100646354,-0.4282895663715402,-0.8233178906068351,-0.1960142830746339,-0.6546536707079772,other
9.054259801375132,-0.4590262395210155,-0.0749204527896957,0.4202930638485338,9.054259801375132,-0.2276440909246961,-0.699707018463561,-0.3179592448322615,-0.8701833340815202,0.4493264750927811,-0.3036857334050418,0.1405047057619635,0.6116127764393787,-0.5757367631944208,-2.3750504286917478,0.1337104553845832,1.027078911657809,0.1469491804436178,-0.4282895663715402,1.2145976802021623,-0.1960142830746339,-0.6546536707079772,other
9.054259801375132,-0.4590262395210155,0.2569530922366421,-0.5034279555987932,9.054259801375132,2.8556587981851824,-0.699707018463561,-0.3179592448322615,-0.8701833340815202,0.4493264750927811,1.7906986349055911,0.1405047057619635,0.6116127764393787,-0.5757367631944208,-2.3750504286917478,0.1337104553845832,1.027078911657809,1.6776698100646354,-0.4282895663715402,1.2145976802021623,-0.1960142830746339,1.5275252316519468,other
9.054259801375132,-1.2545656494361206,0.2569530922366421,-1.42714897504612,9.054259801375132,-0.6781416161642244,1.8331690664724063,1.3380784886691008,0.9184771676276684,0.4493264750927811,-0.3036857334050418,0.1405047057619635,0.6116127764393787,0.3917402296467994,-0.9571098742489133,0.1337104553845832,-0.7049259983890863,1.6776698100646354,-0.4282895663715402,1.2145976802021623,-0.1960142830746339,1.5275252316519468,other
9.054259801375132,-0.4590262395210155,2.2481943623946687,-0.5034279555987932,9.054259801375132,0.7477840675797741,1.8331690664724063,-1.973996978333624,0.024146916773074,0.4493264750927811,-0.3036857334050418,1.0469866784197936,1.5642806525131776,0.3917402296467994,-2.3750504286917478,2.016956305871672,-0.7049259983890863,-2.9144920787984168,-0.4282895663715402,1.2145976802021623,-0.1960142830746339,-0.6546536707079772,other
9.054259801375132,-0.4590262395210155,2.2481943623946687,0.4202930638485338,9.054259801375132,1.5279139283604202,-0.0664879972295691,-1.973996978333624,-0.8701833340815202,0.4493264750927811,-0.3036857334050418,1.0469866784197936,1.5642806525131776,-0.3998318554051081,0.4608306801939211,2.016956305871672,-0.7049259983890863,1.6776698100646354,-0.4282895663715402,1.2145976802021623,-0.1960142830746339,-0.6546536707079772,other
9.054259801375132,-1.2545656494361206,-1.070541087868709,1.3440140832958607,9.054259801375132,-0.7469036302448447,-0.699707018463561,1.3380784886691008,0.024146916773074,0.4493264750927811,-0.3036857334050418,1.0469866784197936,1.5642806525131776,1.3592172224880197,-2.3750504286917478,2.016956305871672,1.027078911657809,1.6776698100646354,2.3348689263480744,1.2145976802021623,-0.1960142830746339,-0.6546536707079772,other
9.054259801375132,-0.4590262395210155,2.2481943623946687,-2.350869994493447,9.054259801375132,5.370788962701069,-0.699707018463561,-0.3179592448322615,-1.7645135849361144,-0.963649861676971,-0.3036857334050418,-0.7659772668958664,-0.3410550996344197,-0.3118794015104516,-2.3750504286917478,0.1337104553845832,-0.7049259983890863,1.6776698100646354,-0.4282895663715402,1.2145976802021623,5.101669043266824,1.5275252316519468,other
0.0462130266669241,1.1320525803091943,0.2569530922366421,0.4202930638485338,0.0462130266669241,-0.1039433542538894,1.8331690664724063,-0.3179592448322615,0.9184771676276684,0.4493264750927811,-0.3036857334050418,1.0469866784197936,-1.2937229757082185,-0.3118794015104516,0.4608306801939211,0.1337104553845832,1.027078911657809,0.1469491804436178,2.3348689263480744,1.2145976802021623,-0.1960142830746339,-0.6546536707079772,other
