StatusExistingAcc,DurationMonth,CreditHistory,Purpose,CreditAmount,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary
-1.2545656494361206,-1.2364778603818778,1.3440140832958607,-0.10350520227559457,-0.7451314133870968,1.8331690664724063,1.3380784886691008,0.9184771676276685,0.4493264750927811,-0.3036857334050418,1.0469866784197936,-1.2937229757082183,2.766456484802522,0.4608306801939211,0.1337104553845832,1.027078911657809,0.14694918044361782,-0.42828956637154025,1.2145976802021625,-0.19601428307463395,-0.6546536707079772,other
-0.45902623952101557,2.2481943623946687,-0.5034279555987932,-0.10350520227559457,0.9498167893630397,-0.699707018463561,-0.3179592448322615,-0.8701833340815202,-0.963649861676971,-0.3036857334050418,-0.7659772668958664,-1.2937229757082183,-1.1914039404570156,0.4608306801939211,0.1337104553845832,-0.7049259983890863,0.14694918044361782,-0.42828956637154025,-0.8233178906068351,-0.19601428307463395,1.5275252316519468,young
1.1320525803091945,-0.7386675428423712,1.3440140832958607,-0.02864608780433522,-0.4165624079606274,-0.699707018463561,0.5100596219184197,-0.8701833340815202,0.4493264750927811,-0.3036857334050418,0.14050470576196358,-1.2937229757082183,1.1833123146987068,0.4608306801939211,0.1337104553845832,-0.7049259983890863,-1.3837714491773996,2.3348689263480744,-0.8233178906068351,-0.19601428307463395,-0.6546536707079772,other
-1.2545656494361206,1.7503840448551622,-0.5034279555987932,-0.128458240432681,1.634246939825297,-0.699707018463561,0.5100596219184197,-0.8701833340815202,0.4493264750927811,3.8850830032162245,1.0469866784197936,-0.34105509963441977,0.8315024991200815,0.4608306801939211,2.016956305871672,-0.7049259983890863,0.14694918044361782,2.3348689263480744,-0.8233178906068351,-0.19601428307463395,-0.6546536707079772,other
-1.2545656494361206,0.25695309223664214,0.4202930638485338,-0.1783643167468539,0.5666635047179338,-0.699707018463561,-0.3179592448322615,0.024146916773074067,0.4493264750927811,-0.3036857334050418,1.0469866784197936,1.5642806525131776,1.5351221302773324,0.4608306801939211,2.016956305871672,1.027078911657809,0.14694918044361782,2.3348689263480744,-0.8233178906068351,-0.19601428307463395,1.5275252316519468,other
1.1320525803091945,1.2525737273156554,-0.5034279555987932,-0.02864608780433522,2.0500090146529657,1.8331690664724063,-0.3179592448322615,-0.8701833340815202,0.4493264750927811,-0.3036857334050418,1.0469866784197936,1.5642806525131776,-0.048022039826482565,0.4608306801939211,2.016956305871672,-0.7049259983890863,-1.3837714491773996,2.3348689263480744,1.2145976802021625,-0.19601428307463395,-0.6546536707079772,other
1.1320525803091945,0.25695309223664214,-0.5034279555987932,-0.128458240432681,-0.15462875638548076,0.5667310240044227,1.3380784886691008,0.024146916773074067,0.4493264750927811,-0.3036857334050418,1.0469866784197936,-0.34105509963441977,1.5351221302773324,0.4608306801939211,0.1337104553845832,-0.7049259983890863,0.14694918044361782,-0.42828956637154025,-0.8233178906068351,-0.19601428307463395,-0.6546536707079772,other
-0.45902623952101557,1.2525737273156554,-0.5034279555987932,-0.15341127858976747,1.3031968307979807,-0.699707018463561,-0.3179592448322615,-0.8701833340815202,0.4493264750927811,-0.3036857334050418,-0.7659772668958664,0.6116127764393787,-0.048022039826482565,0.4608306801939211,-1.7495353951025054,-0.7049259983890863,1.6776698100646354,-0.42828956637154025,1.2145976802021625,-0.19601428307463395,-0.6546536707079772,other
1.1320525803091945,-0.7386675428423712,-0.5034279555987932,-0.10350520227559457,-0.07523344115837269,1.1999500452384144,0.5100596219184197,-0.8701833340815202,-2.376626198446723,-0.3036857334050418,1.0469866784197936,-1.2937229757082183,2.2387417614345835,0.4608306801939211,0.1337104553845832,-0.7049259983890863,-1.3837714491773996,-0.42828956637154025,-0.8233178906068351,-0.19601428307463395,-0.6546536707079772,other
-0.45902623952101557,0.7547634097761486,1.3440140832958607,-0.1783643167468539,0.6956808919619842,-0.699707018463561,-1.973996978333624,0.9184771676276685,1.8623028118625335,-0.3036857334050418,-0.7659772668958664,0.6116127764393787,-0.6636892170890771,0.4608306801939211,0.1337104553845832,1.027078911657809,1.6776698100646354,-0.42828956637154025,-0.8233178906068351,-0.19601428307463395,1.5275252316519468,other
